3007877,SPECIAL PROJECT I ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BANGK,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3007878,SPECIAL PROJECT II,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BANGK,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3007879,ADV SCI PSY       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BANGK,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3007883,CLIN CHILD PSY I  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BANGK,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007899,SPECIAL PROJECT I ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007900,SPECIAL PROJECT II,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007903,REV CH PSY        ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007904,SEM CH PSY        ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007905,REV CH CASE I     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007906,CH PSY CONF I     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007907,PRAC CH PSY I     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007908,ASSESS CH PSY I   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007909,REV ADV CH PSY    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007910,SEM ADV CH PSY    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007911,ASSESS CH PSY II  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007912,REV CH CASE II    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007913,CH PSY CONF II    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007914,PRAC CH PSY II    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007915,CH PSY TREAT I    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007916,DECIS PROF ETHIC I,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007917,CLIN PED          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007918,CH DEV            ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007919,COMM CH PSY       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007920,LAW CH PSY        ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007921,TREAT DEPRIV CH   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007922,SPEC PROJ III     ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007946,RES CBT           ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007947,SEM CBT           ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007949,CBT II            ,8  ,3007948                                                                         ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007949,CBT II            ,8  ,3007948                                                                         ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007951,SUBS PSYDIS SEM   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007951,SUBS PSYDIS SEM   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007952,PHE SUBS PSYDIS I ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007952,PHE SUBS PSYDIS I ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007952,PHE SUBS PSYDIS I ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007953,PHE SUBS PSYDIS II,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007953,PHE SUBS PSYDIS II,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007953,PHE SUBS PSYDIS II,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BHPR ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3007991,PSY RES I         ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,BANGK,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3008332,RES EXP MED       ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,18 ,16/01/2559 20:00
3008332,RES EXP MED       ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,18 ,16/01/2559 20:00
3008336,DIAG PARASIT EXP  ,2  ,3000366                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,4  ,16/01/2559 20:00
3008336,DIAG PARASIT EXP  ,2  ,3000366                                                                         ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,4  ,16/01/2559 20:00
3008338,VECTOR BORNE DIS  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,18 ,16/01/2559 20:00
3008338,VECTOR BORNE DIS  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,18 ,16/01/2559 20:00
3008340,RES EXP TROP DIS  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,30 ,16/01/2559 20:00
3008340,RES EXP TROP DIS  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3008703,ADV MED ENTOMOLOGY,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,0800-0900,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008703,ADV MED ENTOMOLOGY,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,FR,  ,  ,  ,  ,  ,  ,0900-1200,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008703,ADV MED ENTOMOLOGY,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,FR,  ,  ,  ,  ,  ,  ,1300-1600,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008705,DIAGNOSTIC PARASIT,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,0800-0900,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008705,DIAGNOSTIC PARASIT,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,1300-1600,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008705,DIAGNOSTIC PARASIT,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008706,CUR TOP MOL PARA  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,MO,  ,  ,  ,  ,  ,  ,1000-1100,O.P.R,IA   ,STAFF                        ,MED                 ,                    ,                    ,5  ,16/01/2559 20:00
3008707,CUR TOP PARA IMMUN,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,MO,  ,  ,  ,  ,  ,  ,0900-1000,O.P.R,IA   ,STAFF                        ,MED                 ,                    ,                    ,5  ,16/01/2559 20:00
3008708,SEM PARASITOL I   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,TU,  ,  ,  ,  ,  ,  ,0900-1000,O.P.R,IA   ,STAFF                        ,MED                 ,                    ,                    ,5  ,16/01/2559 20:00
3008813,THESIS            ,18 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDVS ,IA,  ,  ,  ,  ,  ,  ,IA-IA00  ,O.P.R,IA   ,STAFF                        ,MED                 ,                    ,                    ,5  ,16/01/2559 20:00
3008831,SP RES PRO PARASIT,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008832,SP RES MOL PARASIT,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008833,SP RES PI         ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008834,DIAG PARASIT      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3008834,DIAG PARASIT      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,0900-1200,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3009201,BASIC PATHOLOGY   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,201  ,STAFF                        ,                    ,                    ,                    ,180,16/01/2559 20:00
3009318,APP BAS PATHO     ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,4  ,16/01/2559 20:00
3009319,NEUROPATHOLOGY    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,5  ,16/01/2559 20:00
3009319,NEUROPATHOLOGY    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3009320,GI PATHOL         ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,5  ,16/01/2559 20:00
3009320,GI PATHOL         ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3009321,ORTHO PATHOL      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,5  ,16/01/2559 20:00
3009321,ORTHO PATHOL      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3009322,HEAD NECK PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,1  ,16/01/2559 20:00
3009322,HEAD NECK PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3009323,HEMATOPATHOLOGY   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,1  ,16/01/2559 20:00
3009323,HEMATOPATHOLOGY   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3009324,RESP PATHOL       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,5  ,16/01/2559 20:00
3009324,RESP PATHOL       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3009325,PANCREATIC PATHOL ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,6  ,16/01/2559 20:00
3009325,PANCREATIC PATHOL ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,6  ,16/01/2559 20:00
3009326,UROL PATHOL       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,4  ,16/01/2559 20:00
3009326,UROL PATHOL       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,4  ,16/01/2559 20:00
3009327,PERINATAL PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,6  ,16/01/2559 20:00
3009327,PERINATAL PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,6  ,16/01/2559 20:00
3009328,ULTRA RES PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,1  ,16/01/2559 20:00
3009328,ULTRA RES PATHOL  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3009602,APP PATHO         ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,6MED (SELECTIVE)    ,                    ,                    ,10 ,16/01/2559 20:00
3009603,PRAC PATHO        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,6MED (SELECTIVE)    ,                    ,                    ,3  ,16/01/2559 20:00
3009604,PRAC FNA          ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,6MED (SELECTIVE)    ,                    ,                    ,1  ,16/01/2559 20:00
3009701,PRINCIPLE OF PATHO,2  ,3001701/3001703                                                                 ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,201  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3009706,CYTOPATHOLOGY     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009707,GROSS PATHOLOGY   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009710,MULTIMEDIA PATHO  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,12 ,16/01/2559 20:00
3009711,PRAC SUR PATHO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009712,MODERN PATHO      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009713,PRAC CYTOPATHO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3009718,PRAC ELEC MICRO   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,3  ,16/01/2559 20:00
3009718,PRAC ELEC MICRO   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,3  ,16/01/2559 20:00
3009719,LAB PRAC PATHO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009720,LAB PRAC IMMPATHO ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009720,LAB PRAC IMMPATHO ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009721,LAB PRAC MOL PATHO,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009725,PED PATHO         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009726,IMMUNO PATHO      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009802,AUT PRAC I        ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009804,PRAC SURG PATH I  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009807,MULTIMEDIA PATH   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009809,PATH GRAND ROUND  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009809,PATH GRAND ROUND  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
