3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3208789,CASE CONF IV      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208791,RESTOR ENDO TEETH ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,1000-1100,DEN16,718  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208793,CLIN ENDO XIV     ,6  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208811,THESIS            ,12 ,3200713                                                                         ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3208817,THESIS            ,42 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208832,OD LIT SEM II     ,1  ,3208831                                                                         ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,1000-1200,DEN16,718  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208834,OD LIT SEM IV     ,1  ,3208833                                                                         ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,719  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208905,APP ORAL BIOL     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208914,ENDO LIT SEM VI   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3208916,CUR LIT REV VI    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3208922,ADV CLIN OD II    ,6  ,3208921                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,1300-1600,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208922,ADV CLIN OD II    ,6  ,3208921                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208925,ADV CLIN OD V     ,6  ,3208924                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208925,ADV CLIN OD V     ,6  ,3208924                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208928,ADV CLIN OD VIII  ,6  ,3208927                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,1300-1600,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208928,ADV CLIN OD VIII  ,6  ,3208927                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208930,ENDO LIT SEM IV   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,719  ,STAFF                        ,                    ,                    ,                    ,25 ,16/01/2559 20:00
3208932,CUR LIT REV II    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3208934,CUR LIT REV IV    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,25 ,16/01/2559 20:00
3208936,CLIN PRAC ENDO I  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208937,CLIN PRAC ENDO II ,2  ,3208936                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,25 ,16/01/2559 20:00
3208938,CASE PRES II      ,1  ,3208909                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208939,CLIN PRAC ENDO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT6,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208961,OD RES I          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208980,DENT RES II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208981,MULDIS DENT SEM   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,1000-1200,DEN16,717  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208984,DENT RES III      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3208985,DENT RES IV       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209201,RADIOLOGY I       ,1  ,3201222 3216203                                                                 ,          ,         ,          ,TDF      ,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,0800-0900,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00,16/01/2559 20:00
3209202,RADIOLOGY II      ,1  ,COREQ 3209201                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,0900-1000,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,25 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209401,RADIOLOGY CLIN I  ,1  ,3209201 3209202                                                                 ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,25 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209501,RADIOLOGY CLIN II ,1  ,3209401                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209611,COMP RADIO CLIN   ,1  ,3209512                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3209701,APP RADIOLOGY I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209702,APP RADIOLOGY II  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,715  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209705,ADV RAD ANA INTPRE,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,715  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209707,RADIOLOGY CLIN II ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209709,RADIOL SEM II     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,715  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209712,ADV RADIOL CLIN II,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,1  ,16/01/2559 20:00
3209713,ADV RADIOL SEM I  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209715,CLIN RADIOL III   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3209718,CASE CONF OMF RAD ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209720,RADIO INTERPRET   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,710  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209721,OMF RAD CLIN I    ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3209722,OMF RAD CLIN II   ,7  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3209726,OMF RAD CLIN VI   ,10 ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,130  ,STAFF                        ,                    ,                    ,                    ,3  ,16/01/2559 20:00
3209811,THESIS            ,12 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,715  ,STAFF                        ,                    ,                    ,                    ,2  ,16/01/2559 20:00
3210406,ORAL SURGERY I    ,1  ,3200308 3210303                                                                 ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,1300-1400,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
