3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143504,ANES PRAC I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,10 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,11 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,12 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,13 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,14 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143505,RAD/ULTSN PRAC I  ,1  ,3143402                                                                         ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3143506,OR AQUA AVI MED   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,TLS                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3143507,EQUINE MED SURG   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,VNK                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3143508,REPROD HORSE      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,TTS                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,10 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,11 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,12 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,13 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,14 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143601,EQUINE CLIN PRAC  ,1  ,3143507                                                                         ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143602,C ANIM MED CLIN II,2  ,3143501                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143603,SURGERY CLINIC II ,2  ,3143502                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,10 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,11 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,12 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,13 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,14 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143604,ANES PRAC II      ,1  ,3143504                                                                         ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,10 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,11 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,12 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,13 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,14 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
